latitude,longitude,walkscore,bikescore,transitscore
44.97458,-93.02922,47,47,null
44.99815,-93.0277,42,null,null
44.96468,-93.01186,39,62,null
44.93875,-93.00586,20,61,null
44.91138,-92.9932,2,null,null
44.97097,-92.9557,28,null,null
44.9063,-92.93584,2,null,null
44.96052,-92.926,6,null,null
44.91774,-92.92112,24,null,null
44.89318,-92.90415,1,null,null
44.89651,-92.88632,1,null,null
44.90285,-92.86995,6,null,null
44.90534,-93.18649,33,64,null
44.96319,-93.17289,78,79,null
44.93353,-93.15783,62,68,null
44.93443,-93.15495,61,67,null
44.91975,-93.1399,57,72,null
44.9908,-93.13836,46,52,null
44.99181,-93.13591,40,null,null
44.93012,-93.10081,46,60,null
44.928,-93.07586,65,45,null
44.98354,-93.07192,64,58,null
44.97315,-93.07177,86,55,null
44.97926,-93.05463,60,73,null
44.96775,-93.03638,39,37,null
44.96525,-93.01679,37,55,null
44.99334,-93.01556,40,null,null
44.92291,-93.00051,9,null,null
45.03074,-92.99838,14,null,null
44.95002,-92.97261,17,null,null
44.95383,-92.96755,35,null,null
44.97565,-92.9613,8,null,null
44.97217,-92.95555,28,null,null
44.91533,-93.17657,65,56,null
44.94404,-93.16996,81,79,null
44.96129,-93.16324,81,80,null
44.93109,-93.16309,69,69,null
44.9369,-93.16216,65,69,null
44.96031,-93.15396,57,72,null
44.93371,-93.15144,53,63,null
44.9482,-93.14517,75,69,null
44.96847,-93.11695,52,62,null
44.93011,-93.07329,65,50,null
44.98641,-93.0718,51,57,null
45.02373,-93.06257,4,null,null
45.00756,-93.02693,41,null,null
44.98452,-93.02662,65,55,null
44.99474,-93.01102,26,null,null
44.96462,-92.99683,29,null,null
44.98075,-92.97228,4,null,null
44.90624,-92.96644,20,null,null
44.98083,-92.95632,2,null,null
44.89698,-92.95619,3,null,null
44.92845,-92.93679,26,null,null
44.90398,-92.93032,5,null,null
44.91197,-92.89364,5,null,null
44.89236,-92.88729,1,null,null
44.90358,-93.18549,32,64,null
44.93428,-93.12252,61,77,null
44.97642,-93.06105,76,54,null
44.95109,-93.04536,31,63,null
44.99542,-93.04406,29,null,null
44.9924,-93.01684,53,null,null
45.03527,-92.99936,19,null,null
44.92638,-92.98368,14,null,null
44.89957,-92.92126,11,null,null
44.92077,-92.8865,11,null,null
44.89927,-92.88528,2,null,null
44.98785,-93.19727,58,62,null
44.94462,-93.1948,39,80,null
44.94301,-93.17666,80,76,null
44.96085,-93.16862,84,81,null
44.98103,-93.15606,51,76,null
44.93307,-93.15207,52,65,null
44.94149,-93.14095,88,72,null
44.94394,-93.11558,78,77,null
44.93871,-93.10233,66,67,null
44.98302,-93.06265,63,74,null
44.95413,-93.05625,57,54,null
45.00272,-93.04956,23,null,null
44.9539,-93.03775,36,36,null
44.99115,-93.03473,49,42,null
44.98392,-93.03099,48,51,null
44.95783,-93.01607,49,64,null
44.93066,-93.01387,16,45,null
45.02923,-93.00688,41,null,null
44.98147,-92.97383,15,null,null
44.91661,-92.96521,33,null,null
44.92179,-92.96402,53,null,null
44.96562,-92.9511,34,null,null
44.90616,-92.94704,7,null,null
44.91684,-92.94354,24,null,null
44.91431,-92.89574,8,null,null
44.94245,-92.89426,48,null,null
45.01106,-92.89093,1,null,null
44.92925,-92.88652,3,null,null
44.96612,-92.87832,4,null,null
44.90085,-92.87394,6,null,null
44.90252,-93.18351,40,63,null
44.93057,-93.17658,63,73,null
44.94567,-93.17387,80,78,null
44.98344,-93.16214,60,63,null
44.97897,-93.1589,50,79,null
44.9331,-93.15881,62,68,null
44.93173,-93.15495,64,68,null
44.92536,-93.15395,75,60,null
44.92699,-93.14111,62,69,null
44.92522,-93.13396,69,66,null
44.94861,-93.13345,73,57,null
44.99,-93.12646,18,39,null
44.9666,-93.12244,54,70,null
44.92227,-93.07929,51,36,null
44.98017,-93.05411,53,69,null
44.98848,-93.04231,37,54,null
44.98928,-93.01534,47,60,null
44.96955,-93.01294,34,53,null
44.92987,-92.99828,17,null,null
45.01459,-92.96012,7,null,null
44.92158,-92.95277,49,null,null
44.95519,-92.9524,25,null,null
44.89295,-92.94982,2,null,null
44.94447,-92.94835,36,null,null
44.93117,-92.92889,24,null,null
44.89457,-92.92591,13,null,null
44.90933,-92.92284,8,null,null
44.93672,-92.91007,33,null,null
44.90306,-92.8733,8,null,null
44.96552,-93.20685,73,80,null
44.9025,-93.17267,69,54,null
44.92631,-93.16846,69,67,null
44.94229,-93.11853,75,77,null
44.94513,-93.11244,77,72,null
44.98838,-93.0981,26,58,null
44.94899,-93.09752,97,59,null
44.92783,-93.09682,47,58,null
44.99322,-93.08427,19,null,null
44.95015,-93.0436,28,63,null
45.00066,-93.03367,28,null,null
44.98998,-93.02956,67,57,null
44.89657,-92.97002,4,null,null
44.97222,-92.95552,28,null,null
44.9214,-92.95097,44,null,null
44.97921,-92.95035,1,null,null
44.96094,-92.93157,20,null,null
44.88217,-92.92164,3,null,null
44.94558,-92.91843,53,null,null
44.95828,-92.90396,4,null,null
44.90354,-92.89373,3,null,null
44.91181,-92.88612,5,null,null
44.93034,-92.87864,1,null,null
44.92584,-93.19644,14,58,null
44.92714,-93.18455,63,67,null
44.92978,-93.1589,70,69,null
44.9849,-93.13688,29,59,null
44.972,-93.13429,38,58,null
44.96096,-93.11681,77,78,null
45.00045,-93.09708,19,null,null
44.95225,-93.09073,94,60,null
44.9702,-93.08456,63,68,null
44.9621,-93.05815,69,66,null
44.99433,-93.05292,9,null,null
44.97517,-93.0487,58,70,null
44.95685,-93.04861,45,57,null
44.94178,-93.01472,40,63,null
44.93031,-93.00057,21,null,null
44.90878,-92.97625,21,null,null
44.95854,-92.97612,24,null,null
44.96538,-92.96655,53,null,null
44.91356,-92.96059,20,null,null
44.98335,-92.9541,1,null,null
44.95663,-92.95336,24,null,null
44.93614,-92.91133,27,null,null
44.95548,-92.91022,0,null,null
44.91639,-92.87965,5,null,null
44.90055,-92.87431,6,null,null
44.94296,-93.16157,74,78,null
44.98705,-93.15951,51,56,null
44.97595,-93.15712,41,74,null
44.98911,-93.15631,63,57,null
44.96948,-93.14361,41,66,null
44.97228,-93.14277,36,72,null
44.92191,-93.10157,71,56,null
44.95883,-93.09998,78,58,null
45.00936,-93.08208,12,null,null
44.96229,-93.04745,42,58,null
44.97427,-93.0385,61,68,null
45.03233,-93.03138,55,null,null
44.98482,-93.03131,53,53,null
44.95776,-93.02813,46,47,null
44.98635,-93.01802,53,63,null
45.03135,-93.01095,58,null,null
44.94302,-93.00868,25,62,null
45.03311,-92.99279,10,null,null
44.95364,-92.97275,20,null,null
45.02468,-92.9583,1,null,null
44.98857,-92.95079,5,null,null
44.88634,-92.94929,10,null,null
45.01447,-92.93499,0,null,null
44.91475,-92.92196,22,null,null
44.89242,-92.90432,2,null,null
44.93552,-92.89558,15,null,null
44.93279,-92.88838,3,null,null
44.93274,-92.88246,2,null,null
44.94582,-93.16841,83,80,null
44.98024,-93.10578,69,50,null
44.97807,-93.1021,65,56,null
44.93521,-93.08829,59,51,null
44.92499,-93.08086,63,39,null
44.95776,-93.04708,45,58,null
45.00265,-93.03559,36,null,null
44.95877,-93.01482,44,62,null
44.97148,-93.01234,25,54,null
45.02889,-93.00323,24,null,null
44.92191,-93.00114,8,null,null
44.94793,-92.9895,15,null,null
44.95317,-92.94904,20,null,null
44.92378,-92.93102,55,null,null
44.91456,-92.89271,5,null,null
44.92947,-92.88786,3,null,null
45.00849,-92.87874,6,null,null
44.92713,-93.19146,54,78,null
44.90184,-93.17661,61,53,null
44.98766,-93.15365,62,58,null
44.96036,-93.14278,61,60,null
44.94085,-93.13011,89,69,null
44.98508,-93.12518,28,44,null
44.94794,-93.11557,82,70,null
44.93152,-93.10006,39,44,null
44.97763,-93.04933,66,73,null
45.03286,-93.03187,55,null,null
44.97251,-93.01183,19,53,null
44.90917,-92.97626,21,null,null
45.02001,-92.95816,1,null,null
44.9403,-92.92459,58,null,null
44.94503,-92.92001,56,null,null
44.93568,-92.89849,8,null,null
44.9007,-92.89224,4,null,null
44.9205,-92.88714,12,null,null
45.01049,-92.86762,14,null,null
44.93078,-93.18907,56,71,null
44.95336,-93.17325,80,75,null
44.95964,-93.1651,82,82,null
44.98251,-93.16129,63,71,null
44.92909,-93.14697,63,65,null
44.97429,-93.14378,37,71,null
44.94934,-93.14202,72,60,null
44.95883,-93.10003,78,58,null
44.98558,-93.08012,36,53,null
44.97937,-93.0683,78,55,null
44.9782,-93.06807,83,53,null
44.97684,-93.05882,72,63,null
45.00513,-93.05015,24,null,null
45.00719,-93.0465,32,null,null
44.98392,-93.03241,48,50,null
45.03344,-93.03157,55,null,null
44.97232,-93.02326,40,44,null
44.92807,-93.00214,19,null,null
45.02906,-92.99908,15,null,null
44.98806,-92.99803,13,null,null
44.91165,-92.98205,16,null,null
44.93306,-92.97731,27,null,null
44.91374,-92.96266,22,null,null
44.91875,-92.94865,28,null,null
44.92149,-92.89406,13,null,null
44.92849,-92.89171,3,null,null
44.91128,-92.88387,4,null,null
44.90055,-93.17563,64,68,null
44.95054,-93.17375,68,77,null
44.97662,-93.16214,54,70,null
44.9846,-93.16046,53,59,null
44.98895,-93.15307,69,57,null
44.94282,-93.14815,80,79,null
44.97429,-93.14252,37,71,null
44.97896,-93.1047,70,51,null
44.97531,-93.08482,57,59,null
44.95959,-93.05091,52,52,null
44.98326,-93.0445,40,65,null
44.98676,-93.01635,46,61,null
44.99965,-92.98432,35,null,null
44.90817,-92.97586,21,null,null
44.97039,-92.97561,28,null,null
44.9783,-92.97163,2,null,null
45.00351,-92.95919,7,null,null
44.91339,-92.94835,12,null,null
44.9078,-92.91444,6,null,null
44.91569,-92.91163,14,null,null
44.91169,-92.88636,5,null,null
44.89812,-92.87737,5,null,null
44.96662,-93.15848,56,61,null
44.92956,-93.14618,59,57,null
44.95672,-93.14434,79,70,null
44.9791,-93.13428,29,66,null
44.98754,-93.13096,19,39,null
44.94559,-93.11654,81,70,null
44.95576,-93.05913,58,52,null
44.99748,-93.02771,40,null,null
44.97325,-93.02439,40,44,null
44.9116,-92.98084,18,null,null
44.96329,-92.97821,35,null,null
44.90666,-92.96136,9,null,null
44.89202,-92.95845,5,null,null
45.016,-92.95618,0,null,null
44.98403,-92.94713,2,null,null
44.90263,-92.8967,4,null,null
44.92029,-92.88963,13,null,null
44.94522,-93.18498,71,78,null
44.94871,-93.17441,74,78,null
44.92631,-93.17125,63,68,null
44.93269,-93.16585,73,71,null
44.91529,-93.14853,47,49,null
44.90952,-93.14756,31,52,null
44.96018,-93.13786,67,63,null
44.94164,-93.12457,84,73,null
44.98899,-93.0789,17,50,null
44.9704,-93.0631,79,71,null
44.98903,-93.04932,17,57,null
44.95768,-93.03748,36,41,null
44.98843,-93.03059,67,57,null
44.97527,-93.02771,47,50,null
44.95871,-93.01994,47,56,null
44.97855,-93.00845,4,46,null
44.91543,-92.95675,21,null,null
44.92068,-92.95645,45,null,null
44.961,-92.93078,20,null,null
44.9405,-92.92405,52,null,null
44.87883,-92.91752,0,null,null
44.96663,-93.19777,76,78,null
44.943,-93.18143,73,75,null
44.97762,-93.13042,35,71,null
44.95211,-93.09074,94,60,null
44.95675,-93.07659,70,65,null
44.95939,-93.05042,52,52,null
45.02916,-93.04917,15,null,null
44.97978,-93.03812,62,64,null
45.03358,-93.03331,50,null,null
44.9597,-93.01282,38,63,null
44.93673,-93.00786,18,60,null
44.9301,-93.00203,22,null,null
44.97277,-92.99652,20,null,null
44.92223,-92.94506,31,null,null
44.92266,-92.93097,58,null,null
44.91798,-92.92452,41,null,null
44.87234,-92.92084,0,null,null
44.89557,-92.87778,1,null,null
44.92899,-93.1926,46,77,null
44.90942,-93.18138,42,40,null
44.9318,-93.17377,66,72,null
44.92805,-93.16481,70,68,null
44.98537,-93.15567,47,67,null
44.94411,-93.11747,80,75,null
44.93892,-93.11276,65,80,null
44.97578,-93.11056,60,51,null
44.93287,-93.08936,65,60,null
45.00165,-93.04323,35,null,null
44.98711,-93.04321,43,62,null
44.98392,-93.03393,51,51,null
44.98451,-93.02278,62,63,null
44.99221,-93.00974,36,null,null
45.0029,-92.98181,14,null,null
44.95608,-92.9689,41,null,null
44.90653,-92.95597,12,null,null
44.89163,-92.94036,3,null,null
44.93605,-92.91267,24,null,null
44.9223,-92.90081,12,null,null
44.90119,-92.89907,8,null,null
44.9305,-92.88503,2,null,null
44.93583,-93.18774,67,68,null
44.94733,-93.12417,85,63,null
44.93521,-93.12169,54,71,null
44.93523,-93.11224,60,73,null
44.98989,-93.07461,26,52,null
44.97024,-93.06473,80,72,null
44.95056,-93.0567,57,70,null
44.97865,-93.0512,59,71,null
45.03085,-93.05063,3,null,null
44.95546,-93.03567,30,35,null
44.9742,-93.02899,47,47,null
44.93963,-92.94522,52,null,null
44.93989,-92.94317,52,null,null
44.92396,-92.93617,38,null,null
44.90641,-92.93348,4,null,null
44.92334,-92.92313,7,null,null
44.91093,-92.88375,4,null,null
44.89585,-92.8837,2,null,null
44.92879,-92.88303,3,null,null
44.91546,-93.17867,67,58,null
44.94405,-93.17765,79,78,null
44.93799,-93.15968,69,72,null
44.92063,-93.13878,57,69,null
44.95851,-93.1273,83,76,null
44.94317,-93.12062,76,75,null
44.93896,-93.1126,65,80,null
44.96163,-93.11221,80,74,null
44.92027,-93.1017,73,54,null
44.99389,-93.08324,20,null,null
44.99338,-93.06842,14,null,null
45.0278,-93.05876,1,null,null
45.00847,-93.0389,28,null,null
45.0198,-93.02659,28,null,null
44.95654,-93.02091,55,51,null
45.01551,-92.95287,0,null,null
44.88465,-92.95032,7,null,null
44.91925,-92.94635,34,null,null
44.93595,-92.93037,64,null,null
44.87134,-92.9143,0,null,null
44.872,-92.91097,0,null,null
44.94513,-93.19385,44,79,null
44.96398,-93.17358,72,79,null
44.95361,-93.17325,80,75,null
44.93658,-93.17172,73,72,null
44.97747,-93.15882,51,80,null
44.98774,-93.14621,63,66,null
44.98854,-93.14114,46,63,null
44.95233,-93.13952,72,60,null
44.98053,-93.10876,55,48,null
44.9484,-93.06386,49,47,null
44.99308,-93.04325,33,null,null
44.97302,-93.04232,58,71,null
45.0267,-93.03047,54,null,null
44.96602,-93.02341,46,50,null
44.99379,-93.00985,26,null,null
45.02837,-93.00283,24,null,null
44.96314,-92.97983,44,null,null
44.9689,-92.96632,43,null,null
44.88659,-92.9493,10,null,null
44.99225,-92.93276,2,null,null
44.88206,-92.91922,1,null,null
44.92521,-92.8806,3,null,null
44.94283,-93.16791,81,77,null
44.92394,-93.12741,59,77,null
44.94115,-93.10293,88,74,null
44.98663,-93.08143,28,56,null
45.00704,-93.0725,5,null,null
44.98022,-93.06345,71,71,null
44.95013,-93.06113,56,65,null
45.00175,-93.02986,29,null,null
44.98374,-93.02259,57,62,null
44.95835,-93.01282,46,67,null
44.9553,-93.00595,49,70,null
45.03172,-92.99506,14,null,null
44.92731,-92.99324,11,null,null
44.94396,-92.98672,24,null,null
44.9024,-92.96081,14,null,null
45.01237,-92.96066,8,null,null
44.9823,-92.9569,1,null,null
44.9898,-92.95562,3,null,null
44.97336,-92.95541,22,null,null
44.92727,-92.88924,3,null,null
44.93381,-92.88402,2,null,null
44.92923,-92.87781,1,null,null
44.91145,-92.87727,9,null,null
44.90289,-92.87329,8,null,null
44.96543,-93.19604,75,74,null
44.95313,-93.19147,51,61,null
44.93445,-93.16426,71,70,null
44.98739,-93.16318,56,55,null
44.92445,-93.15463,75,60,null
44.96549,-93.15237,42,61,null
44.98974,-93.1517,71,58,null
44.96589,-93.14865,41,64,null
44.91594,-93.14791,47,49,null
44.92952,-93.14169,53,65,null
44.92778,-93.13574,65,73,null
44.92216,-93.1297,56,72,null
44.98966,-93.12965,18,41,null
44.97556,-93.12012,41,65,null
44.97424,-93.1199,44,67,null
44.94324,-93.11478,75,70,null
44.9993,-93.09259,22,null,null
44.97822,-93.0592,72,63,null
45.01479,-93.05716,16,null,null
44.98824,-93.04932,16,58,null
45.01929,-93.02711,28,null,null
44.97966,-93.02564,51,56,null
44.96733,-92.97308,25,null,null
45.00027,-92.97306,12,null,null
44.89644,-92.97202,3,null,null
44.91745,-92.96401,35,null,null
45.00344,-92.9627,12,null,null
44.93494,-92.91358,24,null,null
44.91911,-93.18905,84,68,null
44.95058,-93.18834,56,71,null
44.94848,-93.18477,69,79,null
44.92852,-93.16309,73,67,null
44.9293,-93.15661,72,69,null
44.95322,-93.13882,75,64,null
44.98296,-93.13061,23,45,null
44.99505,-93.08109,20,null,null
45.03625,-93.03208,47,null,null
44.97501,-93.01172,13,50,null
44.9673,-93.01009,33,58,null
44.90662,-93.00082,12,null,null
44.91313,-92.99658,1,null,null
44.94668,-92.98066,23,null,null
44.98183,-92.97287,8,null,null
44.95919,-92.96947,41,null,null
44.96862,-92.96751,43,null,null
44.98404,-92.96585,4,null,null
44.92218,-92.96241,56,null,null
45.00778,-92.96202,7,null,null
44.91452,-92.95057,15,null,null
44.91281,-92.91741,7,null,null
45.01036,-92.87885,4,null,null
44.90956,-92.87059,9,null,null
44.90818,-93.18583,45,69,null
44.93315,-93.1794,67,73,null
44.93057,-93.17442,61,71,null
44.93507,-93.16152,66,68,null
44.92097,-93.15716,59,55,null
44.96093,-93.14707,59,67,null
44.95491,-93.14002,80,67,null
44.98836,-93.13707,27,50,null
44.92344,-93.09905,64,49,null
44.99944,-93.08089,22,null,null
45.01071,-93.03835,25,null,null
44.98842,-93.02693,71,58,null
44.94223,-93.00855,22,60,null
44.93889,-92.9022,44,null,null
44.91217,-93.1849,63,57,null
44.89796,-93.1817,39,45,null
44.91805,-93.18019,70,63,null
44.93406,-93.17369,72,72,null
44.91532,-93.16844,50,50,null
44.98706,-93.15721,51,57,null
44.92999,-93.15028,64,68,null
44.94029,-93.11057,71,80,null
44.96552,-93.09385,40,53,null
44.92275,-93.08479,44,33,null
44.97867,-93.06263,76,64,null
44.99859,-93.03558,29,null,null
45.03461,-93.03064,48,null,null
44.97496,-93.02667,46,48,null
44.97763,-92.98068,46,null,null
44.90254,-92.96539,16,null,null
44.97713,-92.95691,6,null,null
44.88674,-92.9493,10,null,null
44.91677,-92.94837,26,null,null
44.93486,-92.89585,14,null,null
44.89701,-92.88519,1,null,null
44.89993,-92.88108,4,null,null
44.90285,-92.86993,6,null,null
44.96612,-93.2071,73,80,null
44.92636,-93.19164,54,78,null
44.9755,-93.19104,61,78,null
44.98706,-93.19051,70,62,null
44.93363,-93.18065,72,72,null
44.96357,-93.1783,60,80,null
44.94748,-93.15428,65,83,null
44.93131,-93.15379,64,68,null
44.95762,-93.14286,76,65,null
44.9802,-93.10876,55,48,null
44.95823,-93.09984,81,56,null
44.91908,-93.08789,45,43,null
45.00379,-93.08373,22,null,null
44.98184,-93.02866,51,52,null
44.97349,-93.01491,24,50,null
44.91828,-92.99684,2,null,null
44.91292,-92.98682,4,null,null
44.99965,-92.98428,35,null,null
44.90647,-92.96799,22,null,null
44.90107,-92.96556,14,null,null
44.98256,-92.94842,2,null,null
44.89933,-92.94003,4,null,null
44.90762,-92.90496,6,null,null
44.92342,-92.90193,13,null,null
44.90051,-92.89561,6,null,null
44.90262,-92.8873,3,null,null
44.93619,-93.1836,71,72,null
44.92951,-93.14047,53,65,null
44.94795,-93.10911,78,66,null
44.99668,-93.088,26,null,null
44.92988,-93.08437,74,46,null
44.94296,-93.02403,32,54,null
44.96418,-93.02259,43,54,null
44.98631,-93.0223,68,64,null
44.98636,-93.0163,46,61,null
45.03509,-93.0018,23,null,null
45.00145,-92.96656,15,null,null
44.90253,-92.96516,16,null,null
44.94063,-92.9513,30,null,null
45.00932,-92.92597,0,null,null
44.93327,-92.89768,11,null,null
45.01754,-92.86407,10,null,null
44.93398,-93.19372,45,82,null
44.91889,-93.18739,86,65,null
44.91169,-93.17316,45,40,null
44.93236,-93.16931,71,71,null
44.92978,-93.15875,70,69,null
44.96143,-93.14489,61,65,null
44.9415,-93.14275,88,73,null
44.99166,-93.14014,53,55,null
44.97718,-93.12872,37,70,null
44.9894,-93.11816,22,27,null
44.9798,-93.11216,47,48,null
44.98891,-93.10374,67,64,null
44.93242,-93.09173,61,62,null
44.93117,-93.09079,59,54,null
44.98376,-93.06299,63,74,null
44.97864,-93.05033,59,71,null
44.9697,-93.02341,50,46,null
44.92775,-93.00287,21,null,null
44.99531,-93.00224,24,null,null
44.92109,-93.00196,4,null,null
45.00287,-92.9816,14,null,null
44.90985,-92.97581,23,null,null
44.95401,-92.97342,20,null,null
44.89128,-92.967,4,null,null
44.91631,-92.94564,23,null,null
44.93917,-92.94546,42,null,null
44.95226,-92.9216,14,null,null
44.92355,-93.17784,46,61,null
44.90266,-93.17317,69,54,null
44.92584,-93.17155,63,68,null
44.93398,-93.15222,53,63,null
44.92975,-93.15127,66,69,null
44.95121,-93.14262,69,60,null
44.92612,-93.13564,67,67,null
44.9249,-93.09779,57,46,null
44.99882,-93.09438,27,null,null
44.92477,-93.08625,50,38,null
45.03519,-93.0502,2,null,null
45.01386,-93.03358,27,null,null
44.96418,-93.01581,37,57,null
44.95784,-93.01446,52,67,null
44.94702,-92.99657,6,null,null
44.92696,-92.9905,9,null,null
44.91702,-92.98603,7,null,null
44.90631,-92.96815,22,null,null
44.89129,-92.96602,4,null,null
44.89853,-92.95518,2,null,null
44.92341,-92.93107,55,null,null
44.92426,-92.91416,6,null,null
44.89935,-92.88682,2,null,null
44.90014,-92.88601,2,null,null
44.90853,-92.88176,8,null,null
45.00877,-92.88013,8,null,null
44.90244,-92.87194,8,null,null
44.93895,-93.18359,75,72,null
44.96132,-93.17123,82,79,null
44.97998,-93.16386,65,69,null
44.96728,-93.15605,49,58,null
44.98152,-93.12727,26,51,null
44.92623,-93.09477,47,41,null
45.01874,-93.06525,9,null,null
45.00783,-93.04374,37,null,null
44.96867,-93.04355,51,66,null
44.98184,-93.0245,56,60,null
44.97502,-93.0095,9,51,null
44.99326,-93.00354,13,null,null
44.98035,-92.98785,23,null,null
44.91428,-92.98607,5,null,null
44.93295,-92.96869,26,null,null
44.93096,-92.89702,5,null,null
44.92845,-92.87975,2,null,null
44.93409,-93.18359,69,71,null
44.95493,-93.16969,86,76,null
44.93251,-93.16823,67,69,null
44.98691,-93.16319,54,55,null
44.96013,-93.16008,76,79,null
44.95402,-93.14249,77,66,null
44.9231,-93.13933,60,64,null
44.95011,-93.13799,72,59,null
44.94056,-93.12532,87,74,null
44.93171,-93.11972,57,78,null
44.92336,-93.10196,67,57,null
44.99026,-93.08053,23,50,null
44.92551,-93.07877,64,45,null
44.95628,-93.06903,71,71,null
44.97024,-93.0619,77,68,null
44.9535,-93.03627,39,37,null
45.0322,-93.03347,50,null,null
45.02047,-93.02795,25,null,null
44.98092,-93.01636,20,53,null
44.94538,-93.01245,50,68,null
44.98134,-93.01158,12,51,null
44.9783,-93.00098,7,null,null
44.89584,-92.97339,1,null,null
45.01784,-92.96813,8,null,null
44.95559,-92.96784,36,null,null
44.92068,-92.95629,45,null,null
44.91892,-92.9482,31,null,null
44.90631,-92.92453,4,null,null
44.87928,-92.91661,0,null,null
44.91693,-92.89078,8,null,null
44.92751,-93.17975,58,72,null
44.90396,-93.16341,63,63,null
44.92496,-93.15552,76,61,null
44.94283,-93.15236,71,79,null
44.95806,-93.12664,85,79,null
44.97764,-93.11473,52,51,null
44.99457,-93.09637,36,null,null
44.94936,-93.08889,96,74,null
44.99386,-93.01146,30,null,null
44.99749,-93.00943,25,null,null
44.97019,-92.97654,28,null,null
44.91182,-92.97179,24,null,null
44.89627,-92.9715,3,null,null
45.00569,-92.96937,5,null,null
44.97671,-92.96242,11,null,null
44.90683,-92.93036,6,null,null
44.92397,-92.92963,55,null,null
44.93794,-92.92612,59,null,null
44.94256,-92.90195,49,null,null
44.94258,-92.8982,53,null,null
44.94245,-92.89427,48,null,null
44.90043,-92.8848,2,null,null
44.90085,-92.87164,4,null,null
44.93134,-93.17912,59,70,null
44.92927,-93.15005,64,68,null
44.94492,-93.14763,79,77,null
44.92311,-93.14693,54,48,null
44.93851,-93.10149,66,67,null
44.97467,-93.0942,40,63,null
44.92155,-93.08367,46,34,null
44.95815,-93.08061,70,71,null
44.95065,-93.05044,46,68,null
44.95005,-93.04518,31,63,null
44.98679,-93.02265,68,64,null
44.9854,-93.02136,59,64,null
44.9592,-92.96785,45,null,null
44.97536,-92.95165,9,null,null
44.93107,-92.91382,7,null,null
44.95849,-92.90396,4,null,null
44.91413,-93.18007,65,53,null
44.90006,-93.17908,52,67,null
44.91713,-93.17574,61,56,null
44.92695,-93.132,69,70,null
44.95473,-93.13197,81,69,null
44.93016,-93.12584,64,79,null
44.94464,-93.1122,77,72,null
44.99169,-93.07754,16,49,null
44.94557,-93.01651,43,63,null
45.03515,-93.00306,24,null,null
44.9267,-93.00236,19,null,null
44.92336,-92.99942,9,null,null
44.9118,-92.97265,27,null,null
44.90015,-92.96716,10,null,null
44.89129,-92.96613,4,null,null
44.89501,-92.96319,6,null,null
45.02432,-92.95213,0,null,null
44.90691,-92.93277,5,null,null
44.90407,-92.93011,5,null,null
44.91781,-92.92444,41,null,null
44.93686,-92.90702,36,null,null
44.90477,-92.89816,0,null,null
44.93056,-93.17313,61,70,null
44.92404,-93.1714,55,63,null
44.91364,-93.16916,40,45,null
44.9428,-93.16111,72,76,null
44.94863,-93.11963,81,70,null
44.94559,-93.11626,81,70,null
44.9748,-93.11115,63,51,null
44.92101,-93.10297,70,57,null
45.00377,-93.08452,22,null,null
44.99795,-93.0407,30,null,null
45.00244,-93.03194,37,null,null
44.9875,-92.94752,7,null,null
44.98872,-92.93402,1,null,null
44.92305,-92.92964,55,null,null
44.92889,-92.92527,15,null,null
44.89959,-92.92122,10,null,null
44.95413,-92.92075,11,null,null
44.90108,-92.87445,6,null,null
44.90122,-92.87339,6,null,null
44.93181,-93.19211,46,78,null
44.96123,-93.16509,82,81,null
44.94503,-93.15426,66,78,null
44.9654,-93.14623,43,62,null
44.97724,-93.10044,62,59,null
44.98753,-93.08355,25,62,null
44.99805,-93.06958,12,null,null
44.97595,-93.05814,70,58,null
45.03482,-93.04903,2,null,null
44.99721,-93.03815,26,null,null
44.97174,-93.02794,47,43,null
44.94626,-93.01468,64,72,null
44.99168,-92.99912,21,null,null
44.90948,-92.97619,23,null,null
44.97644,-92.9626,11,null,null
44.88466,-92.94934,8,null,null
44.91628,-92.94479,26,null,null
44.93873,-92.89488,33,null,null
44.92368,-92.89275,13,null,null
44.92946,-92.87959,2,null,null
44.90117,-92.87384,6,null,null
44.92178,-93.16938,55,61,null
44.97996,-93.10579,69,50,null
44.92444,-93.07684,58,39,null
44.98657,-93.07226,51,57,null
44.99528,-93.01893,54,null,null
44.95838,-93.01751,47,60,null
44.91176,-92.97376,26,null,null
44.86555,-92.96461,1,null,null
44.89228,-92.95749,5,null,null
44.91986,-93.18029,65,63,null
44.93404,-93.17112,73,71,null
44.96728,-93.15558,49,58,null
44.92965,-93.14552,59,57,null
44.92246,-93.13857,58,68,null
44.97265,-93.13093,45,68,null
44.9431,-93.121,80,73,null
44.98942,-93.11817,22,27,null
44.9754,-93.10183,66,57,null
44.9289,-93.07731,75,49,null
44.97643,-93.05391,63,67,null
44.96501,-93.04483,45,61,null
45.0011,-93.03066,29,null,null
44.99431,-93.02771,60,null,null
44.95652,-93.00907,39,70,null
44.94705,-92.99216,12,null,null
44.89273,-92.96109,4,null,null
44.90234,-92.95649,12,null,null
44.93962,-92.91882,42,null,null
44.92912,-92.87027,0,null,null
44.90236,-93.18275,40,63,null
44.93223,-93.16332,71,69,null
44.92458,-93.15416,75,60,null
44.93127,-93.12562,61,78,null
44.98995,-93.10715,71,62,null
44.94798,-93.08658,93,72,null
44.95424,-93.05811,56,55,null
45.03475,-93.04916,2,null,null
