latitude,longitude,walkscore,bikescore,transitscore
44.9597,-93.00714,41,69,null
44.97855,-93.00693,3,46,null
44.98271,-93.00227,5,null,null
44.92225,-93.00119,8,null,null
44.91439,-92.98682,5,null,null
44.98377,-92.96199,3,null,null
44.90149,-92.95756,9,null,null
44.91851,-92.89259,15,null,null
44.89493,-92.88797,1,null,null
44.89741,-92.88739,1,null,null
44.90721,-93.17604,43,31,null
44.93072,-93.17118,63,68,null
44.98342,-93.16541,61,59,null
44.92565,-93.13147,69,68,null
44.97595,-93.11347,53,52,null
44.97746,-93.11146,59,50,null
44.95131,-93.09101,95,56,null
44.93497,-93.08754,65,48,null
44.99083,-93.07762,16,49,null
44.96476,-93.0685,78,74,null
45.01889,-93.05822,15,null,null
45.00706,-93.04454,34,null,null
44.90177,-93.00508,16,14,null
45.01844,-92.98397,44,null,null
45.00618,-92.97813,18,null,null
44.90107,-92.96793,11,null,null
44.90235,-92.96516,16,null,null
44.92323,-92.95635,58,null,null
44.91474,-92.95627,17,null,null
45.01226,-92.91957,0,null,null
44.90424,-92.88951,2,null,null
44.92517,-92.88682,5,null,null
44.99554,-92.88319,21,null,null
45.02965,-92.86676,9,null,null
44.9137,-93.18273,65,51,null
44.94087,-93.13525,89,70,null
44.92168,-93.12888,56,72,null
44.94677,-93.1216,84,65,null
44.9257,-93.09656,53,40,null
44.92839,-93.09373,48,45,null
45.00163,-93.093,17,null,null
44.98557,-93.08095,34,55,null
44.9828,-93.07187,64,58,null
45.03229,-93.05402,2,null,null
44.98764,-93.01875,63,65,null
44.98453,-93.01227,19,59,null
44.92216,-93.01078,2,26,null
44.89684,-92.9715,3,null,null
44.95356,-92.96551,38,null,null
44.96788,-92.95199,25,null,null
44.93262,-92.93144,45,null,null
44.92432,-92.90712,12,null,null
44.93495,-92.89609,14,null,null
44.91099,-92.88617,5,null,null
44.89161,-92.88417,1,null,null
44.92894,-92.87951,2,null,null
44.93309,-93.16069,66,68,null
44.92175,-93.15228,59,54,null
44.96095,-93.15046,52,68,null
44.98812,-93.14845,65,66,null
44.98809,-93.14412,58,67,null
44.93506,-93.14234,71,67,null
44.99031,-93.13917,53,55,null
44.982,-93.13778,29,65,null
44.95221,-93.12964,79,70,null
44.97421,-93.07764,75,44,null
44.9892,-93.07425,26,52,null
44.98951,-93.07188,34,50,null
44.956,-93.07122,71,73,null
45.00213,-93.0694,7,null,null
45.02134,-93.04872,18,null,null
45.00764,-93.04066,31,null,null
44.96475,-93.03539,36,42,null
44.97862,-93.02418,46,51,null
44.99042,-93.01548,47,59,null
44.91315,-93.00895,6,29,null
45.0315,-93.00714,50,null,null
44.91413,-92.99869,1,null,null
44.94435,-92.98683,24,null,null
44.93352,-92.98176,22,null,null
44.88678,-92.91996,3,null,null
44.91439,-92.91539,15,null,null
44.92003,-92.89758,18,null,null
44.91295,-92.89127,5,null,null
44.90325,-92.86793,5,null,null
44.93234,-93.16821,67,69,null
44.98671,-93.16296,54,55,null
44.95895,-93.16219,78,80,null
44.97236,-93.14283,36,72,null
44.94363,-93.14237,84,73,null
44.94681,-93.12269,84,64,null
44.94869,-93.08511,92,73,null
44.98648,-93.07363,49,58,null
44.92414,-93.07008,28,26,null
44.98645,-93.06746,56,63,null
44.96182,-93.05065,42,60,null
44.98615,-93.01989,60,65,null
44.96691,-93.01657,38,52,null
44.96313,-93.00541,24,58,null
44.91181,-92.97194,24,null,null
44.91346,-92.96755,28,null,null
45.01879,-92.96386,9,null,null
44.89977,-92.96232,10,null,null
44.95432,-92.92167,0,null,null
44.93671,-92.90813,35,null,null
44.91696,-93.17333,57,55,null
44.9642,-93.15713,61,67,null
44.98803,-93.15087,64,59,null
44.9224,-93.14155,56,66,null
44.92401,-93.14089,59,63,null
44.98974,-93.11003,69,57,null
44.9536,-93.06542,52,62,null
44.97283,-93.05757,59,56,null
44.97323,-93.04807,57,68,null
44.96875,-93.04264,50,60,null
44.94733,-93.01868,55,68,null
44.96284,-93.01829,34,58,null
45.03108,-92.99686,15,null,null
44.91432,-92.98684,5,null,null
45.02054,-92.96537,10,null,null
44.97367,-92.95394,18,null,null
44.9399,-92.9486,40,null,null
44.91628,-92.94462,26,null,null
44.91344,-92.94017,21,null,null
44.91784,-92.89274,9,null,null
44.93884,-92.88941,15,null,null
44.90226,-92.88886,3,null,null
44.90386,-92.87144,9,null,null
44.97942,-93.19154,73,75,null
44.93577,-93.15426,65,69,null
44.9711,-93.14304,40,70,null
44.954,-93.12988,79,70,null
44.94861,-93.1268,81,63,null
44.94511,-93.12306,84,65,null
44.94128,-93.11581,70,63,null
44.9697,-93.10243,64,55,null
44.95485,-93.037,34,36,null
45.02837,-93.0078,41,null,null
44.9435,-93.00644,25,66,null
44.91509,-92.98661,5,null,null
44.96096,-92.92486,0,null,null
44.93698,-92.90757,36,null,null
44.90287,-92.88834,3,null,null
44.91299,-92.88319,4,null,null
44.94285,-93.18621,68,76,null
44.94848,-93.17979,71,78,null
44.92541,-93.17125,59,64,null
44.98119,-93.15635,51,76,null
44.91798,-93.14632,47,51,null
44.98762,-93.14021,39,59,null
44.92342,-93.13188,66,71,null
44.99077,-93.12769,18,38,null
44.9435,-93.11002,75,64,null
44.94961,-93.09869,96,60,null
44.96223,-93.08357,56,63,null
44.99602,-93.06602,17,null,null
44.97551,-93.06531,83,53,null
44.97025,-93.05679,59,57,null
44.92622,-93.01562,4,34,null
44.9705,-93.01357,34,53,null
44.9798,-93.01181,9,48,null
44.98234,-92.97745,28,null,null
44.97363,-92.95137,14,null,null
44.91539,-92.94999,20,null,null
44.94499,-92.91709,47,null,null
44.97583,-93.18756,57,74,null
44.95667,-93.16495,86,80,null
44.93524,-93.16493,71,70,null
44.98916,-93.15561,63,57,null
44.99035,-93.15066,72,60,null
44.94654,-93.14989,73,77,null
44.94186,-93.10617,85,79,null
44.92778,-93.09878,49,63,null
44.93347,-93.08244,77,45,null
45.00384,-93.0717,5,null,null
45.00371,-93.04851,27,null,null
44.97571,-93.03856,66,69,null
44.95698,-93.02068,55,51,null
44.9669,-93.01655,38,52,null
44.96327,-93.01152,39,62,null
44.90741,-93.00182,12,null,null
44.90392,-93.00002,3,null,null
44.91869,-92.94944,28,null,null
44.9025,-92.94667,4,null,null
44.93974,-92.94464,52,null,null
44.89631,-92.89929,8,null,null
44.99002,-92.87301,2,null,null
44.98285,-93.19252,76,72,null
44.9341,-93.18081,71,72,null
44.91904,-93.16771,56,54,null
44.96224,-93.16067,70,74,null
44.96831,-93.11318,59,55,null
44.98528,-93.07178,57,58,null
44.97759,-93.06707,83,53,null
44.95592,-93.06055,59,53,null
44.95746,-93.05068,47,53,null
45.03231,-93.04847,16,null,null
45.00672,-93.02116,41,null,null
44.9319,-92.98189,20,null,null
44.98714,-92.96896,3,null,null
44.90733,-92.95647,12,null,null
44.96648,-92.95131,34,null,null
44.9446,-92.94911,36,null,null
44.94451,-92.94866,36,null,null
44.91294,-92.92942,35,null,null
44.9091,-92.92264,5,null,null
44.87214,-92.91741,0,null,null
44.92224,-92.90784,11,null,null
44.95306,-92.90752,8,null,null
44.90007,-92.9021,10,null,null
44.93213,-92.89872,8,null,null
44.93976,-92.89182,30,null,null
44.91598,-92.88769,11,null,null
44.89804,-92.88698,1,null,null
44.90802,-92.88001,9,null,null
44.97579,-93.18758,57,74,null
44.97234,-93.1585,33,60,null
44.92537,-93.15238,73,60,null
44.96462,-93.14952,38,64,null
44.95014,-93.13815,72,59,null
44.98011,-93.12271,29,56,null
44.96015,-93.10465,83,68,null
44.97371,-93.09407,35,60,null
44.96801,-93.08284,68,73,null
45.00831,-93.07737,9,null,null
44.9858,-93.07299,49,58,null
44.97824,-93.02416,49,56,null
44.98718,-93.02292,68,64,null
44.92868,-92.99942,17,null,null
44.9208,-92.99752,5,null,null
44.90745,-92.95997,13,null,null
44.86231,-92.95649,1,null,null
45.01318,-92.93686,0,null,null
44.92067,-92.92702,51,null,null
44.9424,-92.89348,44,null,null
44.92979,-92.87716,1,null,null
44.8953,-92.87188,0,null,null
44.9756,-93.19247,65,80,null
44.91532,-93.17186,51,51,null
44.98208,-93.16185,63,71,null
44.91555,-93.1474,49,60,null
44.99078,-93.13509,33,46,null
44.94469,-93.11328,75,78,null
44.98032,-93.10578,69,50,null
44.93054,-93.09777,41,52,null
44.97313,-93.08126,68,49,null
44.98898,-93.07941,17,50,null
44.98381,-93.07595,53,56,null
44.97861,-93.07032,77,54,null
44.97642,-93.05596,64,63,null
44.95415,-93.05088,39,55,null
44.99355,-93.0033,13,null,null
44.91056,-92.99869,1,null,null
44.91412,-92.98599,5,null,null
44.95322,-92.98364,22,null,null
44.97944,-92.98161,37,null,null
44.96808,-92.97515,22,null,null
44.9671,-92.9529,34,null,null
44.89345,-92.94273,9,null,null
44.92756,-92.93577,17,null,null
44.9308,-92.93135,37,null,null
44.94577,-92.9205,51,null,null
44.92173,-92.91482,8,null,null
44.91713,-92.89004,8,null,null
44.90489,-92.87331,11,null,null
45.01624,-92.86253,11,null,null
44.96405,-93.18082,49,78,null
44.93618,-93.16532,71,70,null
44.97997,-93.16458,67,64,null
44.96276,-93.15632,57,68,null
44.95655,-93.151,76,74,null
44.94489,-93.13978,81,69,null
44.99081,-93.13938,53,55,null
44.94294,-93.13743,83,70,null
44.98284,-93.06712,66,66,null
44.98836,-93.06676,47,60,null
44.97191,-93.05947,69,61,null
44.97356,-93.05551,56,58,null
44.96213,-93.02879,43,52,null
44.9605,-93.02046,41,57,null
45.0279,-93.012,52,null,null
44.9769,-93.00725,5,48,null
44.97626,-92.99406,27,null,null
45.0043,-92.97725,14,null,null
44.86323,-92.97689,5,null,null
44.89173,-92.96243,5,null,null
44.9356,-92.95275,29,null,null
44.88038,-92.92296,2,null,null
44.87979,-92.91798,1,null,null
44.9056,-93.18144,39,52,null
44.92907,-93.18061,57,72,null
44.92187,-93.09672,62,41,null
44.93487,-93.0882,59,51,null
44.92204,-93.08738,41,32,null
44.98401,-93.01555,27,58,null
44.91454,-92.98599,5,null,null
44.89128,-92.96752,4,null,null
44.97384,-92.96112,8,null,null
44.90631,-92.93579,2,null,null
44.87347,-92.91126,0,null,null
44.91743,-92.90066,17,null,null
44.91692,-92.89141,9,null,null
44.91209,-92.88373,6,null,null
44.92886,-92.88307,3,null,null
44.90387,-92.87736,11,null,null
44.90064,-92.87355,6,null,null
44.93179,-93.18516,64,71,null
44.9823,-93.15706,54,78,null
44.94266,-93.14717,83,78,null
44.97915,-93.13654,28,65,null
44.94761,-93.11269,79,71,null
44.975,-93.09911,57,65,null
44.96503,-93.0916,38,57,null
44.92647,-93.09075,47,39,null
44.95142,-93.02986,51,44,null
44.96643,-93.02218,46,49,null
44.94159,-93.01096,21,59,null
44.96384,-92.99847,30,null,null
44.97931,-92.98941,39,null,null
44.91068,-92.9717,23,null,null
44.89563,-92.9598,5,null,null
44.91241,-92.93836,29,null,null
44.9144,-92.9366,39,null,null
45.01167,-92.92861,0,null,null
44.98295,-93.19651,74,72,null
44.9547,-93.17348,84,76,null
44.9451,-93.15094,72,80,null
44.9881,-93.1477,66,67,null
44.97315,-93.13184,45,67,null
44.93168,-93.12688,60,75,null
44.97882,-93.07765,68,50,null
44.96225,-93.05263,46,61,null
44.9208,-93.01631,1,13,null
44.92648,-92.99355,11,null,null
45.00115,-92.98382,32,null,null
44.94081,-92.97896,23,null,null
44.96879,-92.95111,29,null,null
44.89458,-92.91323,10,null,null
44.9578,-93.20256,46,72,null
44.97574,-93.16494,57,65,null
44.98619,-93.16296,54,55,null
44.93447,-93.1562,60,67,null
44.92245,-93.13811,58,68,null
44.94203,-93.13028,89,69,null
44.92734,-93.10305,48,46,null
44.96457,-93.0978,57,54,null
44.98079,-93.07639,66,52,null
45.00604,-93.06778,3,null,null
44.97645,-93.0642,81,53,null
45.03282,-93.03097,55,null,null
44.91755,-92.98675,7,null,null
44.93743,-92.97855,28,null,null
44.95287,-92.90793,5,null,null
44.96024,-93.16629,85,82,null
44.94729,-93.14207,75,64,null
44.94235,-93.12843,87,67,null
44.98945,-93.12774,18,38,null
44.92215,-93.09776,65,43,null
44.9782,-93.04325,70,76,null
45.00433,-93.0419,29,null,null
44.98193,-93.03557,57,55,null
44.98137,-93.03524,54,52,null
44.9827,-93.01056,9,48,null
44.90728,-93.00416,16,27,null
45.03012,-93.00069,17,null,null
44.95718,-92.98933,17,null,null
45.00513,-92.97662,11,null,null
45.01904,-92.96679,9,null,null
44.9736,-92.95141,14,null,null
44.92139,-93.18811,81,67,null
44.90189,-93.18254,40,63,null
44.96768,-93.1808,35,64,null
44.90395,-93.17795,52,47,null
44.91455,-93.17357,50,49,null
44.92442,-93.16559,68,63,null
44.92904,-93.16332,69,69,null
44.93298,-93.1514,52,65,null
44.94813,-93.12602,86,61,null
44.98374,-93.1146,51,43,null
44.94987,-93.04483,31,63,null
44.95597,-93.03783,36,37,null
45.00295,-93.03535,36,null,null
44.99224,-93.02689,70,null,null
44.96446,-93.01737,33,55,null
44.9941,-93.01557,40,null,null
44.95772,-92.97243,25,null,null
44.89644,-92.97197,3,null,null
44.95555,-92.97184,27,null,null
44.97735,-92.96257,6,null,null
45.0055,-92.96139,10,null,null
44.89517,-92.95615,4,null,null
44.92761,-92.93285,39,null,null
44.91709,-92.90061,17,null,null
44.8942,-92.8778,1,null,null
44.90112,-92.8741,6,null,null
44.98027,-93.19434,71,73,null
44.93612,-93.18484,69,71,null
44.95015,-93.1418,69,60,null
44.93597,-93.13191,71,65,null
44.94715,-93.10507,90,64,null
44.92737,-93.10401,48,46,null
44.96201,-93.08341,56,63,null
44.98197,-93.07466,64,57,null
44.99271,-93.06979,16,null,null
44.98753,-93.06739,47,60,null
44.91427,-92.98996,3,null,null
44.9616,-92.98901,32,null,null
44.93601,-92.97636,28,null,null
44.9997,-92.97339,12,null,null
44.95507,-92.97295,22,null,null
44.95475,-92.96883,36,null,null
45.06191,-92.95723,41,null,null
45.03043,-92.9077,0,null,null
44.91232,-92.89596,9,null,null
44.92452,-93.17141,59,64,null
44.94668,-93.13993,80,65,null
44.97307,-93.13622,33,64,null
44.96828,-93.1249,56,72,null
44.98366,-93.0878,26,65,null
44.9669,-93.01653,38,52,null
45.03579,-93.00674,35,null,null
44.9836,-93.00124,4,null,null
44.96632,-92.97573,27,null,null
44.98885,-92.97258,5,null,null
44.89762,-92.97163,3,null,null
44.97994,-92.96099,2,null,null
44.98955,-92.95101,7,null,null
44.97597,-92.94963,8,null,null
44.9275,-92.9434,8,null,null
44.91496,-92.88467,7,null,null
44.97935,-93.16256,59,78,null
44.98435,-93.16091,53,59,null
44.97972,-93.12786,33,68,null
44.97819,-93.06721,83,53,null
44.95591,-93.06402,67,57,null
44.95665,-93.06372,64,55,null
44.99441,-93.01923,47,null,null
44.95028,-93.01317,66,75,null
44.91502,-93.00536,5,26,null
44.92246,-92.99995,6,null,null
44.96572,-92.99857,32,null,null
44.91127,-92.99183,2,null,null
44.9091,-92.97625,21,null,null
44.99603,-92.95443,22,null,null
44.94551,-92.91836,53,null,null
44.92345,-92.91067,9,null,null
44.90228,-92.88886,3,null,null
44.92484,-92.88106,3,null,null
44.9117,-92.87735,9,null,null
44.97648,-93.18555,52,72,null
44.92957,-93.14788,63,68,null
44.93812,-93.14127,86,70,null
44.98293,-93.06665,69,70,null
44.98184,-93.01347,16,54,null
44.92846,-93.00014,17,null,null
44.91014,-92.97101,23,null,null
44.90124,-92.96715,12,null,null
44.89953,-92.95994,7,null,null
44.91803,-92.94619,21,null,null
44.90396,-92.93094,5,null,null
44.91603,-92.90127,17,null,null
44.91784,-92.88277,6,null,null
44.9087,-92.86961,9,null,null
44.95724,-93.19231,55,57,null
44.98397,-93.16409,62,61,null
44.93897,-93.16189,69,72,null
44.92532,-93.06599,26,31,null
45.00342,-93.0456,33,null,null
44.95116,-93.03855,31,49,null
45.00856,-93.0378,28,null,null
44.96781,-93.02626,51,42,null
44.99517,-93.01557,42,null,null
45.03133,-93.01072,58,null,null
44.93256,-92.98091,21,null,null
44.93937,-92.97803,27,null,null
44.95559,-92.97616,12,null,null
45.00179,-92.97152,9,null,null
44.99877,-92.96769,25,null,null
44.91103,-92.96667,25,null,null
44.90212,-92.96548,16,null,null
44.93561,-92.93146,64,null,null
44.96199,-92.93136,14,null,null
44.93554,-92.9211,24,null,null
44.89283,-92.90232,7,null,null
44.90096,-92.88985,3,null,null
44.89931,-92.88589,2,null,null
44.91655,-92.87895,6,null,null
44.91866,-93.19195,84,83,null
44.97561,-93.18943,60,76,null
44.90881,-93.18621,45,69,null
44.91639,-93.1778,67,58,null
44.94655,-93.15467,64,82,null
44.95937,-93.14929,62,69,null
44.95955,-93.13542,68,65,null
44.96223,-93.12756,72,73,null
44.94143,-93.12722,88,70,null
44.9703,-93.0802,74,63,null
44.92562,-93.06651,26,31,null
44.95108,-93.05502,58,70,null
44.98095,-93.05251,49,69,null
45.02672,-93.01997,51,null,null
44.98727,-93.01762,58,64,null
44.98683,-93.01349,33,60,null
44.96924,-92.98945,36,null,null
44.90124,-92.9679,11,null,null
44.91391,-92.96584,27,null,null
44.89537,-92.96232,6,null,null
44.90614,-92.94563,6,null,null
44.93033,-92.88142,1,null,null
44.94833,-93.1751,74,78,null
44.96219,-93.16098,70,74,null
44.91866,-93.14203,53,67,null
44.94384,-93.1409,81,70,null
44.98876,-93.13026,19,41,null
44.94631,-93.11653,81,70,null
44.96986,-93.11347,59,54,null
44.97192,-93.06454,79,66,null
44.97919,-93.0265,50,54,null
44.91884,-93.00682,2,29,null
44.97569,-92.99434,27,null,null
44.9689,-92.98589,46,null,null
44.89186,-92.96816,3,null,null
44.90045,-92.9653,14,null,null
45.02438,-92.95781,1,null,null
44.89944,-92.93894,4,null,null
44.92845,-92.93564,17,null,null
44.94595,-92.91895,53,null,null
44.89394,-92.8813,0,null,null
44.92628,-92.87583,0,null,null
44.90494,-93.174,60,37,null
44.93128,-93.15299,61,66,null
44.93755,-93.14698,79,70,null
44.97397,-93.10054,61,61,null
44.9638,-93.07876,67,72,null
44.98376,-93.06303,63,74,null
45.0186,-93.06114,12,null,null
44.96562,-93.02753,47,46,null
44.93269,-93.00908,18,48,null
44.90922,-92.97626,21,null,null
44.89939,-92.95254,6,null,null
44.97248,-92.94984,16,null,null
44.89392,-92.90084,6,null,null
44.91718,-92.90041,17,null,null
44.93411,-93.19372,45,82,null
44.9508,-93.18031,68,81,null
44.95013,-93.14373,68,64,null
44.95835,-93.12858,83,73,null
44.94335,-93.12735,87,67,null
44.96024,-93.11214,82,76,null
44.99753,-93.09439,29,null,null
44.95396,-93.059,56,55,null
44.96974,-93.05617,54,60,null
44.97223,-93.03498,36,39,null
44.95402,-93.0321,43,41,null
44.95343,-93.01514,71,71,null
44.97687,-93.01048,6,47,null
44.92871,-93.00359,21,null,null
44.91454,-92.98589,5,null,null
44.98184,-92.97481,15,null,null
44.96587,-92.97154,27,null,null
44.93591,-92.92921,62,null,null
44.93076,-92.91184,7,null,null
44.89562,-92.89453,4,null,null
44.89894,-92.88597,2,null,null
45.02645,-92.85996,18,null,null
44.92139,-93.19134,77,79,null
44.91971,-93.18473,83,64,null
44.94175,-93.17798,80,74,null
44.92394,-93.15273,67,57,null
44.97401,-93.10459,70,53,null
44.96769,-93.07543,82,77,null
44.92247,-93.07092,21,22,null
44.97863,-93.05752,64,75,null
44.98997,-93.01484,47,60,null
44.95925,-93.01196,35,66,null
45.02886,-93.00291,24,null,null
45.01906,-92.97793,24,null,null
44.98256,-92.96913,2,null,null
44.98237,-92.95853,1,null,null
44.90114,-92.95137,7,null,null
44.88025,-92.91879,1,null,null
44.88189,-92.91763,1,null,null
44.92443,-92.91404,6,null,null
44.91063,-92.8949,3,null,null
44.90229,-92.88886,3,null,null
44.92584,-92.88439,6,null,null
44.96454,-92.88054,4,null,null
45.02596,-92.85913,12,null,null
44.93952,-93.18771,68,78,null
44.98513,-93.15639,47,67,null
44.93017,-93.15027,64,68,null
44.98685,-93.11631,37,41,null
44.93488,-93.11466,59,74,null
44.94927,-93.09489,98,60,null
44.97867,-93.05199,59,72,null
44.95492,-93.03098,46,42,null
44.96327,-93.01834,33,55,null
44.92991,-93.0057,21,46,null
44.93099,-93.00288,22,null,null
44.94775,-92.98039,18,null,null
44.90758,-92.9743,19,null,null
44.90735,-92.96709,21,null,null
44.9826,-92.94643,2,null,null
44.98364,-92.94453,2,null,null
44.90238,-92.94138,5,null,null
44.91437,-92.93664,39,null,null
44.92378,-92.93599,38,null,null
45.03208,-92.93086,0,null,null
44.93606,-92.92336,21,null,null
44.87786,-92.91924,0,null,null
44.92229,-92.90808,11,null,null
44.93989,-92.89211,30,null,null
44.91063,-92.87053,9,null,null
44.90235,-93.18397,33,61,null
44.92494,-93.17061,59,64,null
44.96174,-93.08001,73,74,null
44.99487,-93.06839,6,null,null
45.01616,-93.06093,11,null,null
44.94783,-93.0363,25,42,null
44.99167,-93.02829,70,57,null
44.97805,-93.02323,44,55,null
44.96596,-93.01621,37,55,null
44.92635,-93.01557,4,34,null
44.97992,-92.96122,2,null,null
44.9458,-92.91868,53,null,null
45.00756,-92.90438,0,null,null
44.90076,-92.87391,6,null,null
44.94939,-93.17627,74,80,null
44.96498,-93.15362,42,61,null
44.96665,-93.15257,40,59,null
44.95323,-93.13435,74,65,null
44.99026,-93.13432,33,46,null
44.94132,-93.12545,87,72,null
44.97542,-93.07528,82,53,null
45.00668,-93.05255,14,null,null
44.96564,-93.04882,34,66,null
44.96561,-93.03063,42,41,null
44.99667,-93.02771,40,null,null
44.97864,-93.024,46,51,null
44.96382,-93.02393,44,53,null
44.98091,-93.0224,43,56,null
44.97845,-93.01484,15,50,null
44.90662,-92.96886,22,null,null
44.97443,-92.95107,12,null,null
44.90907,-92.92699,8,null,null
44.92931,-92.8821,2,null,null
44.96007,-93.16892,84,80,null
44.98014,-93.16401,65,69,null
44.96188,-93.15123,42,62,null
44.93967,-93.14466,89,73,null
44.98458,-93.11352,56,44,null
44.97978,-93.11111,50,47,null
44.97762,-93.10245,65,56,null
44.93905,-93.09986,67,70,null
44.98734,-93.03933,39,48,null
44.96301,-93.02926,41,48,null
44.9638,-93.0244,44,53,null
44.96505,-93.01461,39,56,null
44.9713,-92.99147,38,null,null
45.00054,-92.98324,33,null,null
44.93827,-92.98054,32,null,null
45.01798,-92.96762,9,null,null
45.00874,-92.96301,8,null,null
45.02007,-92.95769,1,null,null
44.95441,-92.94387,10,null,null
44.93023,-92.93555,37,null,null
45.0026,-92.92643,0,null,null
44.87115,-92.91399,0,null,null
44.9384,-92.90233,44,null,null
44.93992,-92.89187,30,null,null
44.92099,-92.88799,12,null,null
44.89823,-92.88527,1,null,null
44.89384,-92.88399,1,null,null
44.91604,-93.14651,49,60,null
44.92261,-93.13378,62,72,null
44.92033,-93.07732,49,34,null
44.92463,-93.0738,47,36,null
44.98296,-93.07142,64,58,null
44.98302,-93.06284,63,74,null
44.95398,-93.05071,39,55,null
44.94779,-93.02731,52,40,null
44.97185,-92.99319,32,null,null
44.9612,-92.9821,44,null,null
44.95346,-92.97584,12,null,null
44.99114,-92.95527,3,null,null
44.94229,-92.94776,34,null,null
44.95441,-92.94286,8,null,null
44.92795,-92.92682,21,null,null
44.89337,-92.92529,12,null,null
44.94277,-92.92238,54,null,null
44.92654,-92.90795,10,null,null
44.94329,-92.90192,49,null,null
44.89184,-92.89431,2,null,null
44.93709,-92.88687,3,null,null
44.92235,-92.8862,10,null,null
44.92881,-92.8851,3,null,null
44.96552,-93.20736,73,80,null
44.98004,-93.19914,66,74,null
44.93309,-93.15406,59,67,null
44.95326,-93.13219,78,67,null
44.97841,-93.11345,47,49,null
44.97002,-93.08574,59,68,null
44.92669,-93.07941,70,48,null
44.94293,-93.02717,28,45,null
45.03212,-92.99483,14,null,null
44.98402,-92.97313,12,null,null
44.95383,-92.96932,29,null,null
44.9005,-92.93297,4,null,null
44.92324,-92.90168,11,null,null
44.93988,-92.89213,30,null,null
44.9544,-93.17325,84,74,null
44.94366,-93.17058,79,77,null
44.97575,-93.16019,49,76,null
44.94291,-93.12917,87,67,null
44.94416,-93.11825,80,72,null
44.98121,-93.0802,57,47,null
45.0069,-93.04839,29,null,null
44.99545,-93.0328,32,null,null
44.97863,-93.01639,19,51,null
44.9397,-93.00735,20,60,null
44.95651,-93.00536,42,69,null
44.91657,-93.00307,3,null,null
44.94196,-92.99188,21,null,null
44.93956,-92.98384,33,null,null
45.00469,-92.96386,12,null,null
44.97694,-92.95261,7,null,null
44.96061,-92.95055,32,null,null
44.90669,-92.94437,7,null,null
44.93047,-92.87737,0,null,null
44.94175,-93.18003,78,74,null
44.94492,-93.16413,75,79,null
44.96269,-93.16276,81,77,null
44.92373,-93.14624,43,50,null
44.96588,-93.14486,43,62,null
44.97625,-93.08261,64,56,null
44.96274,-93.08253,64,70,null
44.92505,-93.0756,52,45,null
44.95812,-93.07094,76,74,null
44.99323,-93.06947,21,null,null
44.97316,-93.06856,84,60,null
44.95718,-93.05009,48,54,null
45.02033,-93.04772,18,null,null
44.98284,-93.03812,51,56,null
44.96213,-93.03195,38,47,null
44.94468,-93.01408,51,68,null
44.90569,-92.94529,6,null,null
44.91437,-92.92057,17,null,null
44.95234,-92.91343,5,null,null
44.93232,-92.89728,8,null,null
44.89302,-92.88584,1,null,null
44.97013,-92.87963,4,null,null
44.90398,-92.87767,11,null,null
44.90705,-92.87464,12,null,null
44.92508,-93.17676,50,66,null
44.89856,-93.17569,56,60,null
44.91983,-93.1699,55,56,null
44.92418,-93.16332,66,63,null
44.94397,-93.15173,72,80,null
44.9733,-93.12941,47,70,null
44.97488,-93.1137,56,53,null
44.99834,-93.09191,27,null,null
44.97514,-93.08647,51,62,null
44.98665,-93.07906,30,54,null
44.98869,-93.07601,33,57,null
44.99034,-93.02826,70,57,null
44.97693,-93.02542,53,56,null
44.98374,-93.02291,57,62,null
44.95925,-93.00911,37,68,null
44.90648,-93.00743,14,21,null
44.98272,-92.97438,15,null,null
44.97146,-92.97372,21,null,null
44.90308,-92.97118,11,null,null
44.96976,-92.96798,29,null,null
44.91127,-92.96764,25,null,null
44.92254,-92.95653,53,null,null
44.98155,-92.94992,2,null,null
44.89485,-92.93327,7,null,null
44.88106,-92.91726,1,null,null
44.91604,-92.90112,17,null,null
44.94,-92.89414,39,null,null
44.92194,-92.8932,13,null,null
44.91642,-92.89074,12,null,null
44.92181,-92.89002,10,null,null
44.98115,-93.19346,76,73,null
44.96318,-93.13446,50,62,null
44.92398,-93.1338,67,67,null
44.94498,-93.12159,82,67,null
44.96716,-93.10877,65,56,null
44.92881,-93.09931,44,65,null
44.99747,-93.09536,28,null,null
44.99573,-93.09373,30,null,null
44.95172,-93.09132,95,56,null
44.99668,-93.0848,29,null,null
44.97402,-93.07588,80,46,null
44.9883,-93.03855,39,48,null
45.02756,-93.01448,50,null,null
44.92619,-93.00315,19,null,null
44.9152,-92.98691,5,null,null
45.01863,-92.96619,9,null,null
44.96094,-92.93138,20,null,null
44.89259,-92.92802,12,null,null
44.90047,-92.88581,3,null,null
44.89841,-92.87771,5,null,null
44.94832,-93.18481,69,79,null
44.92864,-93.18248,63,72,null
44.9672,-93.15909,56,61,null
44.97097,-93.14255,40,70,null
44.93158,-93.12344,62,83,null
44.93651,-93.11958,51,65,null
44.94217,-93.11821,71,68,null
44.92346,-93.09964,64,49,null
44.92782,-93.09482,45,48,null
45.01808,-93.04271,13,null,null
44.99902,-93.03558,29,null,null
45.03226,-93.03421,38,null,null
45.02038,-93.02498,36,null,null
44.91416,-93.00612,5,26,null
44.98184,-92.96115,1,null,null
44.92108,-92.96023,51,null,null
44.98981,-92.95932,1,null,null
44.9698,-92.95287,26,null,null
44.87167,-92.9174,0,null,null
